1,1e-06,1e-07,1e-07,1e-07,1.0,100000000.0,9.9999999999999974e-07,878194236.36705852,885778530.02623141
2,1e-06,1e-07,1e-07,1e-07,1.0,200000000.0,1.9999999999999995e-06,878194236.36705852,893298433.74011445
3,1e-06,1e-07,1e-07,1e-07,2.0,100000000.0,9.9999999999999974e-07,878194236.36705852,885778530.02623141
4,1e-06,1e-07,1e-07,1e-07,2.0,200000000.0,1.9999999999999995e-06,878194236.36705852,893298433.74011445
5,1e-06,1e-07,1e-07,2e-07,1.0,100000000.0,9.9999999999999974e-07,878194236.36705852,885778530.02623141
6,1e-06,1e-07,1e-07,2e-07,1.0,200000000.0,1.9999999999999995e-06,878194236.36705852,893298433.74011445
7,1e-06,1e-07,1e-07,2e-07,2.0,100000000.0,9.9999999999999974e-07,878194236.36705852,885778530.02623141
8,1e-06,1e-07,1e-07,2e-07,2.0,200000000.0,1.9999999999999995e-06,878194236.36705852,893298433.74011445
9,1e-06,1e-07,2e-07,1e-07,1.0,100000000.0,1.9999999999999995e-06,1756388472.734117,1760192874.2670205
10,1e-06,1e-07,2e-07,1e-07,1.0,200000000.0,3.999999999999999e-06,1756388472.734117,1763989070.8526244
11,1e-06,1e-07,2e-07,1e-07,2.0,100000000.0,1.9999999999999995e-06,1756388472.734117,1760192874.2670205
12,1e-06,1e-07,2e-07,1e-07,2.0,200000000.0,3.999999999999999e-06,1756388472.734117,1763989070.8526244
13,1e-06,1e-07,2e-07,2e-07,1.0,100000000.0,1.9999999999999995e-06,1756388472.734117,1760192874.2670205
14,1e-06,1e-07,2e-07,2e-07,1.0,200000000.0,3.999999999999999e-06,1756388472.734117,1763989070.8526244
15,1e-06,1e-07,2e-07,2e-07,2.0,100000000.0,1.9999999999999995e-06,1756388472.734117,1760192874.2670205
16,1e-06,1e-07,2e-07,2e-07,2.0,200000000.0,3.999999999999999e-06,1756388472.734117,1763989070.8526244
17,1e-06,2e-07,1e-07,1e-07,1.0,100000000.0,1.9999999999999995e-06,878194236.36705852,885778530.02623141
18,1e-06,2e-07,1e-07,1e-07,1.0,200000000.0,3.999999999999999e-06,878194236.36705852,893298433.74011445
19,1e-06,2e-07,1e-07,1e-07,2.0,100000000.0,1.9999999999999995e-06,878194236.36705852,885778530.02623141
20,1e-06,2e-07,1e-07,1e-07,2.0,200000000.0,3.999999999999999e-06,878194236.36705852,893298433.74011445
21,1e-06,2e-07,1e-07,2e-07,1.0,100000000.0,1.9999999999999995e-06,878194236.36705852,885778530.02623141
22,1e-06,2e-07,1e-07,2e-07,1.0,200000000.0,3.999999999999999e-06,878194236.36705852,893298433.74011445
23,1e-06,2e-07,1e-07,2e-07,2.0,100000000.0,1.9999999999999995e-06,878194236.36705852,885778530.02623141
24,1e-06,2e-07,1e-07,2e-07,2.0,200000000.0,3.999999999999999e-06,878194236.36705852,893298433.74011445
25,1e-06,2e-07,2e-07,1e-07,1.0,100000000.0,3.999999999999999e-06,1756388472.734117,1760192874.2670205
26,1e-06,2e-07,2e-07,1e-07,1.0,200000000.0,7.9999999999999979e-06,1756388472.734117,1763989070.8526244
27,1e-06,2e-07,2e-07,1e-07,2.0,100000000.0,3.999999999999999e-06,1756388472.734117,1760192874.2670205
28,1e-06,2e-07,2e-07,1e-07,2.0,200000000.0,7.9999999999999979e-06,1756388472.734117,1763989070.8526244
29,1e-06,2e-07,2e-07,2e-07,1.0,100000000.0,3.999999999999999e-06,1756388472.734117,1760192874.2670205
30,1e-06,2e-07,2e-07,2e-07,1.0,200000000.0,7.9999999999999979e-06,1756388472.734117,1763989070.8526244
31,1e-06,2e-07,2e-07,2e-07,2.0,100000000.0,3.999999999999999e-06,1756388472.734117,1760192874.2670205
32,1e-06,2e-07,2e-07,2e-07,2.0,200000000.0,7.9999999999999979e-06,1756388472.734117,1763989070.8526244
33,2e-06,1e-07,1e-07,1e-07,1.0,100000000.0,9.9999999999999974e-07,219548559.09176463,227037863.94794953
34,2e-06,1e-07,1e-07,1e-07,1.0,200000000.0,1.9999999999999995e-06,219548559.09176463,234287886.0138211
35,2e-06,1e-07,1e-07,1e-07,2.0,100000000.0,9.9999999999999974e-07,219548559.09176463,227037863.94794953
36,2e-06,1e-07,1e-07,1e-07,2.0,200000000.0,1.9999999999999995e-06,219548559.09176463,234287886.0138211
37,2e-06,1e-07,1e-07,2e-07,1.0,100000000.0,9.9999999999999974e-07,219548559.09176463,227037863.94794953
38,2e-06,1e-07,1e-07,2e-07,1.0,200000000.0,1.9999999999999995e-06,219548559.09176463,234287886.0138211
