39,2e-06,1e-07,1e-07,2e-07,2.0,100000000.0,9.9999999999999974e-07,219548559.09176463,227037863.94794953
40,2e-06,1e-07,1e-07,2e-07,2.0,200000000.0,1.9999999999999995e-06,219548559.09176463,234287886.0138211
41,2e-06,1e-07,2e-07,1e-07,1.0,100000000.0,1.9999999999999995e-06,439097118.18352926,442889265.0131157
42,2e-06,1e-07,2e-07,1e-07,1.0,200000000.0,3.999999999999999e-06,439097118.18352926,446649216.87005723
43,2e-06,1e-07,2e-07,1e-07,2.0,100000000.0,1.9999999999999995e-06,439097118.18352926,442889265.0131157
44,2e-06,1e-07,2e-07,1e-07,2.0,200000000.0,3.999999999999999e-06,439097118.18352926,446649216.87005723
45,2e-06,1e-07,2e-07,2e-07,1.0,100000000.0,1.9999999999999995e-06,439097118.18352926,442889265.0131157
46,2e-06,1e-07,2e-07,2e-07,1.0,200000000.0,3.999999999999999e-06,439097118.18352926,446649216.87005723
47,2e-06,1e-07,2e-07,2e-07,2.0,100000000.0,1.9999999999999995e-06,439097118.18352926,442889265.0131157
48,2e-06,1e-07,2e-07,2e-07,2.0,200000000.0,3.999999999999999e-06,439097118.18352926,446649216.87005723
49,2e-06,2e-07,1e-07,1e-07,1.0,100000000.0,1.9999999999999995e-06,219548559.09176463,227037863.94794953
50,2e-06,2e-07,1e-07,1e-07,1.0,200000000.0,3.999999999999999e-06,219548559.09176463,234287886.0138211
51,2e-06,2e-07,1e-07,1e-07,2.0,100000000.0,1.9999999999999995e-06,219548559.09176463,227037863.94794953
52,2e-06,2e-07,1e-07,1e-07,2.0,200000000.0,3.999999999999999e-06,219548559.09176463,234287886.0138211
53,2e-06,2e-07,1e-07,2e-07,1.0,100000000.0,1.9999999999999995e-06,219548559.09176463,227037863.94794953
54,2e-06,2e-07,1e-07,2e-07,1.0,200000000.0,3.999999999999999e-06,219548559.09176463,234287886.0138211
55,2e-06,2e-07,1e-07,2e-07,2.0,100000000.0,1.9999999999999995e-06,219548559.09176463,227037863.94794953
56,2e-06,2e-07,1e-07,2e-07,2.0,200000000.0,3.999999999999999e-06,219548559.09176463,234287886.0138211
57,2e-06,2e-07,2e-07,1e-07,1.0,100000000.0,3.999999999999999e-06,439097118.18352926,442889265.0131157
58,2e-06,2e-07,2e-07,1e-07,1.0,200000000.0,7.9999999999999979e-06,439097118.18352926,446649216.87005723
59,2e-06,2e-07,2e-07,1e-07,2.0,100000000.0,3.999999999999999e-06,439097118.18352926,442889265.0131157
60,2e-06,2e-07,2e-07,1e-07,2.0,200000000.0,7.9999999999999979e-06,439097118.18352926,446649216.87005723
61,2e-06,2e-07,2e-07,2e-07,1.0,100000000.0,3.999999999999999e-06,439097118.18352926,442889265.0131157
62,2e-06,2e-07,2e-07,2e-07,1.0,200000000.0,7.9999999999999979e-06,439097118.18352926,446649216.87005723
63,2e-06,2e-07,2e-07,2e-07,2.0,100000000.0,3.999999999999999e-06,439097118.18352926,442889265.0131157
64,2e-06,2e-07,2e-07,2e-07,2.0,200000000.0,7.9999999999999979e-06,439097118.18352926,446649216.87005723
65,3e-06,1e-07,1e-07,1e-07,1.0,100000000.0,9.9999999999999974e-07,97577137.374117598,104918045.85286614
66,3e-06,1e-07,1e-07,1e-07,1.0,200000000.0,1.9999999999999995e-06,97577137.374117598,111777882.21755156
67,3e-06,1e-07,1e-07,1e-07,2.0,100000000.0,9.9999999999999974e-07,97577137.374117598,104918045.85286614
68,3e-06,1e-07,1e-07,1e-07,2.0,200000000.0,1.9999999999999995e-06,97577137.374117598,111777882.21755156
69,3e-06,1e-07,1e-07,2e-07,1.0,100000000.0,9.9999999999999974e-07,97577137.374117598,104918045.85286614
70,3e-06,1e-07,1e-07,2e-07,1.0,200000000.0,1.9999999999999995e-06,97577137.374117598,111777882.21755156
71,3e-06,1e-07,1e-07,2e-07,2.0,100000000.0,9.9999999999999974e-07,97577137.374117598,104918045.85286614
72,3e-06,1e-07,1e-07,2e-07,2.0,200000000.0,1.9999999999999995e-06,97577137.374117598,111777882.21755156
73,3e-06,1e-07,2e-07,1e-07,1.0,100000000.0,1.9999999999999995e-06,195154274.7482352,198926342.04641271
74,3e-06,1e-07,2e-07,1e-07,1.0,200000000.0,3.999999999999999e-06,195154274.7482352,202628201.80671564
75,3e-06,1e-07,2e-07,1e-07,2.0,100000000.0,1.9999999999999995e-06,195154274.7482352,198926342.04641271
76,3e-06,1e-07,2e-07,1e-07,2.0,200000000.0,3.999999999999999e-06,195154274.7482352,202628201.80671564
77,3e-06,1e-07,2e-07,2e-07,1.0,100000000.0,1.9999999999999995e-06,195154274.7482352,198926342.04641271
78,3e-06,1e-07,2e-07,2e-07,1.0,200000000.0,3.999999999999999e-06,195154274.7482352,202628201.80671564
79,3e-06,1e-07,2e-07,2e-07,2.0,100000000.0,1.9999999999999995e-06,195154274.7482352,198926342.04641271
80,3e-06,1e-07,2e-07,2e-07,2.0,200000000.0,3.999999999999999e-06,195154274.7482352,202628201.80671564
81,3e-06,2e-07,1e-07,1e-07,1.0,100000000.0,1.9999999999999995e-06,97577137.374117598,104918045.85286614
82,3e-06,2e-07,1e-07,1e-07,1.0,200000000.0,3.999999999999999e-06,97577137.374117598,111777882.21755156
83,3e-06,2e-07,1e-07,1e-07,2.0,100000000.0,1.9999999999999995e-06,97577137.374117598,104918045.85286614
84,3e-06,2e-07,1e-07,1e-07,2.0,200000000.0,3.999999999999999e-06,97577137.374117598,111777882.21755156
85,3e-06,2e-07,1e-07,2e-07,1.0,100000000.0,1.9999999999999995e-06,97577137.374117598,104918045.85286614
86,3e-06,2e-07,1e-07,2e-07,1.0,200000000.0,3.999999999999999e-06,97577137.374117598,111777882.21755156
87,3e-06,2e-07,1e-07,2e-07,2.0,100000000.0,1.9999999999999995e-06,97577137.374117598,104918045.85286614
88,3e-06,2e-07,1e-07,2e-07,2.0,200000000.0,3.999999999999999e-06,97577137.374117598,111777882.21755156
89,3e-06,2e-07,2e-07,1e-07,1.0,100000000.0,3.999999999999999e-06,195154274.7482352,198926342.04641271
90,3e-06,2e-07,2e-07,1e-07,1.0,200000000.0,7.9999999999999979e-06,195154274.7482352,202628201.80671564
91,3e-06,2e-07,2e-07,1e-07,2.0,100000000.0,3.999999999999999e-06,195154274.7482352,198926342.04641271
92,3e-06,2e-07,2e-07,1e-07,2.0,200000000.0,7.9999999999999979e-06,195154274.7482352,202628201.80671564
93,3e-06,2e-07,2e-07,2e-07,1.0,100000000.0,3.999999999999999e-06,195154274.7482352,198926342.04641271
94,3e-06,2e-07,2e-07,2e-07,1.0,200000000.0,7.9999999999999979e-06,195154274.7482352,202628201.80671564
95,3e-06,2e-07,2e-07,2e-07,2.0,100000000.0,3.999999999999999e-06,195154274.7482352,198926342.04641271
96,3e-06,2e-07,2e-07,2e-07,2.0,200000000.0,7.9999999999999979e-06,195154274.7482352,202628201.80671564
